abbreviation,fullName,chargedFormula
xoldiolone_r,"7alpha,12alpha-dihydroxycholest-4-en-3-one",C27H44O3
xoldioloneh_c,"7alpha,12alpha-dihydroxy-5beta-cholestan-3-one",C27H46O3
xolest2_hs_c,cholesterol ester,C43H76O2
xolest2_hs_e,cholesterol ester,C43H76O2
xolest2_hs_r,cholesterol ester,C28H45O2R
xoltetrol_c,"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol",C27H48O4
xoltetrol_m,"5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol",C27H48O4
xoltri24_c,"(24S)-7alpha,24-dihydroxycholesterol",C27H46O3
xoltri24_e,"(24S)-7alpha,24-dihydroxycholesterol",C27H46O3
xoltri24_r,"(24S)-7alpha,24-dihydroxycholesterol",C27H46O3
xoltri25_c,"7alpha,25-dihydroxycholesterol",C27H46O3
xoltri25_e,"7alpha,25-dihydroxycholesterol",C27H46O3
xoltri25_r,"7alpha,25-dihydroxycholesterol",C27H46O3
xoltri27_c,"7alpha,26-dihydroxycholesterol",C27H46O3
xoltri27_e,"7alpha,26-dihydroxycholesterol",C27H46O3
xoltri27_r,"7alpha,26-dihydroxycholesterol",C27H46O3
xoltriol_c,"5beta-cholestane-3alpha,7alpha,12alpha-triol",C27H48O3
xoltriol_m,"5beta-cholestane-3alpha,7alpha,12alpha-triol",C27H48O3
xoltriol_r,"5beta-cholestane-3alpha,7alpha,12alpha-triol",C27H48O3
xser_g,Xyl-L-Ser (protein),C8H13NO6
xser_r,Xyl-L-Ser (protein),C8H13NO6
xtp_c,XTP,C10H11N4O15P3
xtsn_c,xanthosine,C10H12N4O6
xu1p_D_c,D-ribulose 1-phosphate,C5H9O8P
xu5p_D_c,D-xylulose 5-phosphate(2-),C5H9O8P
xyl_D_c,aldehydo-D-xylose,C5H10O5
xyl_D_e,aldehydo-D-xylose,C5H10O5
xyl_D_l,aldehydo-D-xylose,C5H10O5
xylnt_c,L-xylonate,C5H9O6
xylt_c,xylitol,C5H12O5
xylt_e,xylitol,C5H12O5
xylu_D_c,D-xylulose,C5H10O5
xylu_L_c,L-xylulose,C5H10O5
yvite_c,gamma-tocopherol,C28H48O2
yvite_e,gamma-tocopherol,C28H48O2
zym_int2_r,zymosterol intermediate 2,C27H42O
zymst_r,zymosterol,C27H44O
zymstnl_r,5alpha-cholest-8-en-3beta-ol,C27H46O
10fthf_b,10-formyltetrahydrofolate(2-),C20H21N7O7
11_cis_retfa_b,fatty acid 11-cis-retinol,C36H60O2
13_cis_oretn_b,13-cis-oxo-retinoic acid,C20H25O3
13_cis_retn_b,isotretinoin,C20H27O2
13_cis_retnglc_b,1-O-all-trans-retinoyl-beta-glucuronic acid,C26H36O8
1a25dhvitd3_b,calcitriol,C27H44O3
1glyc_hs_b,1-acyl-sn-glycerol 3-phosphate,C6H13O7P
1mncam_b,1-methylnicotinamide,C7H9N2O
23cump_b,"2',3'-cyclic UMP(1-)",C9H10N2O8P
2425dhvitd2_b,"24R,25-Dihyoxyvitamin D2",C28H44O3
2425dhvitd3_b,"(24R)-24,25-dihydroxycalciol",C27H44O3
24nph_b,2-hydroxy-4-nitrophenolate,C6H5NO4
25hvitd2_b,25-Hydroxyvitamin D2,C28H44O2
25hvitd3_b,calcidiol,C27H44O2
2hb_b,2-hydroxybutyric acid,C4H7O3
2mcit_b,2-methylcitrate(3-),C7H7O7
34dhoxpeg_b,"3,4-dihydroxyphenylethyleneglycol",C8H10O4
34dhphe_b,L-dopa,C9H11NO4
34hpp_b,3-(4-hydroxyphenyl)pyruvate,C9H7O4
35cgmp_b,"3',5'-cyclic GMP(1-)",C10H11N5O7P
3aib_D_b,(R)-3-aminoisobutyric acid,C4H9NO2
3aib_b,(S)-3-aminoisobutyric acid,C4H9NO2
3bcrn_b,3-hydroxy butyryl carnitine,C11H21NO5
3ddcrn_b,3-hydroxydodecanoylcarnitine,C19H37NO5
3deccrn_b,3-hydroxydecanoylcarnitine,C17H33NO5
3hdececrn_b,3-hydroxyhexadecenoylcarnitine,C23H43NO5
3hexdcrn_b,3-hydroxyhexadecanoylcarnitine,C23H45NO5
3ivcrn_b,3-hydroxy-isovaleryl carnitine,C12H23NO5
3mlda_b,1-methyl-4-imidazoleacetic acid,C6H7N2O2
3mob_b,3-methyl-2-oxobutanoate,C5H7O3
3mop_b,3-methyl-2-oxovalerate,C6H9O3
3octdec2crn_b,3-hydroxyoctadecadienoylcarnitine,C25H45NO5
3octdeccrn_b,3-hydroxyoctadecanoyl carnitine,C25H49NO5
3octdece1crn_b,3-hydroxy-octadecenoyl carnitine,C25H47NO5
3tdcrn_b,3-hydroxy-tetradecanoyl carnitine,C21H41NO5
3tetd7ecoacrn_b,3-hydroxy tetradecenoyl-7-carnitine,C21H39NO5
3thexddcoacrn_b,"3-hydroxy trans7,10-hexadecadienoyl carnitine",C23H41NO5
3ttetddcoacrn_b,"3-hydroxy trans5,8tetradecadienoyl carnitine",C21H37NO5
3ump_b,3'-UMP(2-),C9H11N2O9P
4abut_b,gamma-aminobutyric acid,C4H9NO2
4abutn_b,4-ammoniobutanal,C4H10NO
4hdebrisoquine_b,4-hydroxydebrisoquin,C10H14N3O
4hphac_b,4-hydroxyphenylacetate,C8H7O3
4hpro_LT_b,trans-4-hydroxy-L-proline,C5H9NO3
4mop_b,4-methyl-2-oxopentanoate,C6H9O3
4mptnl_b,4-methylpentanal,C6H12O
4mtolbutamide_b,4-hydroxytolbutamide,C12H18N2O4S
4nph_b,4-nitrophenolate,C6H5NO3
4nphsf_b,4-nitrophenyl hydrogen sulfate,C6H4NO6S
4pyrdx_b,4-pyridoxate,C8H9NO4
5HPET_b,5(S)-HPETE(1-),C20H31O4
5adtststerone_b,17beta-hydroxy-5alpha-androstan-3-one,C19H30O2
5adtststeroneglc_b,5alpha-Dihydrotestosterone glucuronide,C25H38O8
5fthf_b,(6S)-5-formyltetrahydrofolate(2-),C20H21N7O7
5homeprazole_b,5 hydroxy omeprazole,C17H19N3O4S
5htrp_b,5-hydroxy-L-tryptophan,C11H12N2O3
5mta_b,5'-S-methyl-5'-thioadenosine,C11H15N5O3S
5mthf_b,5-methyltetrahydrofolate(2-),C20H24N7O6
5oxpro_b,5-oxoprolinate,C5H6NO3
6htststerone_b,6beta-hydroxytestosterone,C19H28O3
9_cis_retfa_b,fatty acid 9-cis-retinol,C36H60O2
Asn_X_Ser_Thr_b,protein-linked asparagine residue (N-glycosylation site),C4H6N2O2
C02470_b,Xanthurenic acid,C10H6NO4
C02528_b,chenodeoxycholate,C24H39O4
C04849_b,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",C20H31O4
12HPET_b,12(S)-HPETE(1-),C20H31O4
CE0074_b,alloxan,C4H2N2O4
CE1940_b,N-(3-aminopropyl)-4-aminobutanal,C7H18N2O
CE1950_b,cyanosulfurous acid anion,CH2NO2S
CE2011_b,hypothiocyanite,CHNOS
CE2250_b,3-oxodocosanoyl-CoA,C43H72N7O18P3S
CE2838_b,maltononaose,C54H92O46
CE2839_b,maltodecaose,C60H102O51
CE4633_b,hypochlorous acid,ClHO
CE4881_b,nitryl chloride,ClNO2
CE5797_b,neuromedin N,C32H51N5O7
CE5798_b,neuromedin N (1-4),C26H40N4O6
HC00229_b,isomaltose,C12H22O11
HC00250_b,hydrosulfide,HS
HC00342_b,cis-aconitate(3-),C6H3O6
HC00822_b,"N,N'-diacetylchitobiose",C16H28N2O11
HC00955_b,3-cyano-L-alanine,C4H6N2O2
HC01104_b,4-nitrophenyl phosphate(2-),C6H4NO6P
HC01361_b,"7,8-dihydroneopterin",C9H13N5O4
HC01440_b,3-keto-beta-D-galactose,C6H10O6
HC01441_b,Lactose-6P,C12H21O14P
HC01444_b,3-O-beta-D-galactosyl-sn-glycerol,C9H18O8
HC01446_b,3-Ketolactose,C12H20O11
HC01577_b,gamma-Glutamyl-beta-cyanoalanine,C9H13N3O5
HC01609_b,uroporphyrinogen I(8-),C40H36N4O16
HC01610_b,coproporphyrinogen I(4-),C36H40N4O8
HC01700_b,gamma-Glutamyl-3-aminopropiononitrile,C8H13N3O3
HC01787_b,Lepidimoide,C12H17O10. Na
HC02154_b,GM4-pool,C36H64N2O16
HC02160_b,GM2-pool,C50H87N3O26
HC02161_b,GM1-pool,C56H97N3O31
HC02172_b,zinc(2+),Zn
ddca_b,dodecanoate,C12H23O2
wharachd_b,20-HETE(1-),C20H31O3
HC02180_b,thromboxane B2,C20H33O6
HC02187_b,"3,3',5'-triiodothyronine",C15H12I3NO4
HC02191_b,lithocholate,C24H39O3
HC02192_b,taurolithocholate,C26H44NO5S
CE5560_b,glycolithocholate,C26H42NO4
HC02194_b,ursodeoxycholate,C24H40O4
HC02195_b,tauroursodeoxycholate,C26H45NO6S
HC02196_b,glycoursodeoxycholate,C26H42NO5
HC02197_b,sulfoglycolithocholate(2-),C26H41NO7S
HC02198_b,taurolithocholic acid sulfate(2-),C26H43NO8S2
HC02199_b,glutathionyl-leuc4,C16H28N4O8S
HC02200_b,"S-(2,4-dinitrophenyl)glutathione",C16H19N5O10S
HC02201_b,S-glutathionyl-ethacrynic-acid,C23H27Cl2N3O10S
HC02202_b,prostaglandin A1(1-),C20H31O4
HC02203_b,prostaglandin A2,C20H30O4
HC02204_b,prostaglandin B1,C20H31O4
HC02205_b,prostaglandin B2,C20H29O4
HC02206_b,prostaglandin C1(1-),C20H31O4
HC02207_b,prostaglandin C2,C20H29O4
HC02208_b,prostaglandin D1,C20H33O5
HC02210_b,prostaglandin D3,C20H29O5
HC02213_b,prostaglandin E3,C20H30O5
HC02214_b,prostaglandin F1alpha,C20H35O5
HC02216_b,prostaglandin F2beta,C20H33O5
HC02217_b,prostaglandin G2,C20H31O6
HC02220_b,sulfochenodeoxycholate,C24H40O7S
Lcystin_b,L-cystine,C6H12N2O4S2
Rtotal_b,fatty acid anion,C16O2H31
Ser_Gly_Ala_X_Gly_b,protein-linked serine residue (glycosaminoglycan attachment site),C3H5NO2
Ser_Thr_b,protein-linked serine or threonine residue (O-glycosylation site),C3H5NO2
T_antigen_b,T antigen (core 1),C61H100N10O40
Tyr_ggn_b,Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis),C1731H3157N455O837S14
abt_b,L-arabinitol,C5H12O5
ac_b,acetate,C2H3O2
acac_b,acetoacetate,C4H5O3
acald_b,acetaldehyde,C2H4O
acetone_b,acetone,C3H6O
acgalfucgalacgalfuc12gal14acglcgalgluside_hs_b,alpha-GalNAc-(1->3)-[alpha-Fuc-(1->2)]-beta-Gal-(1->3)-alpha-GalNAc-(1->3)-[alpha-Fuc-(1->2)]-beta-Gal-(1->4)-beta-GlcNAc-(1->3)-beta-Gal-(1->4)-beta-Glc-(1->1')-Cer,C94H166N4O46
acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs_b,Type IIIAb,C108H189N5O56
acgam_b,aldehydo-N-acetyl-D-glucosamine,C8H15NO6
ach_b,acetylcholine,C7H16NO2
acmana_b,aldehydo-N-acetyl-D-mannosamine,C8H15NO6
ade_b,adenine,C5H5N5
adn_b,adenosine,C10H13N5O4
adocbl_b,cobamamide,C72H100CoN18O17P
adp_b,ADP(3-),C10H12N5O10P2
adprbp_b,ADP-D-ribose 2'-phosphate(4-),C15H20N5O17P3
adprib_b,ADP-D-ribose(2-),C15H21N5O14P2
adrn_b,"all-cis-docosa-7,10,13,16-tetraenoic acid",C22H35O2
adrnl_b,adrenaline,C9H14NO3
aflatoxin_b,aflatoxin B1,C17H12O6
ahandrostanglc_b,3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid,C25H38O8
ahcys_b,S-adenosyl-L-homocysteine,C14H20N6O5S
ahdt_b,"7,8-dihydroneopterin 3'-triphosphate(4-)",C9H12N5O13P3
aicar_b,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-),C9H13N4O8P
ak2lgchol_hs_b,1-alkyl-sn-glycero-3-phosphocholine,C8H19NO6PR
akg_b,2-oxoglutarate(2-),C5H4O5
ala_B_b,beta-alanine,C3H7NO2
ala_D_b,D-alanine,C3H7NO2
ala_L_b,L-alanine,C3H7NO2
alaala_b,D-alanyl-D-alanine,C6H12N2O3
aldstrn_b,aldosterone,C21H28O5
amp_b,AMP(2-),C10H12N5O7P
andrstrn_b,androsterone,C19H30O2
andrstrnglc_b,androsterone 3-glucosiduronic acid,C25H38O8
anth_b,anthranilate,C7H6NO2
antipyrene_b,antipyrine,C11H12N2O
apnnox_b,alpha-pinene oxide,C10H16O
appnn_b,(+)-alpha-pinene,C10H16
aprgstrn_b,(20S)-20-hydroxypregn-4-en-3-one,C21H32O2
aqcobal_b,aquacob(III)alamin,C62H93CoN13O15P
arab_L_b,L-arabinose,C5H10O5
arach_b,arachidate,C20H39O2
arachcoa_b,icosanoyl-CoA,C41H70N7O17P3S
arachd_b,arachidonate,C20H31O2
arg_L_b,L-argininium(1+),C6H15N4O2
ascb_L_b,L-ascorbate,C6H7O6
asn_L_b,L-asparagine,C4H8N2O3
asp_D_b,D-aspartate(1-),C4H6NO4
asp_L_b,L-aspartate(1-),C4H6NO4
atp_b,ATP(4-),C10H12N5O13P3
avite1_b,(+)-alpha-tocopherol,C29H50O2
avite2_b,alpha-tocotrienol,C29H44O2
bglc_b,beta-glucans,C1200000H2200000O1100000
bhb_b,(R)-3-hydroxybutyrate,C4H7O3
bildglcur_b,bis(beta-glucosyluronate)bilirubin,C45H50N4O18
bilglcur_b,mono(glucosyluronic acid)bilirubin(2-),C39H44N4O12
bilirub_b,bilirubin(2-),C33H34N4O6
biocyt_b,biocytin,C16H28N4O4S
biomass_c,biomass,None
btn_b,biotinate,C10H15N2O3S
but_b,butyrate,C4H7O2
bvite_b,beta-tocopherol,C28H48O2
bz_b,benzoate,C7H5O2
c101crn_b,decenoyl carnitine,C17H31NO4
c10crn_b,O-decanoylcarnitine,C17H33NO4
c4crn_b,O-butanoylcarnitine,C11H21NO4
c51crn_b,tiglyl carnitine,C12H21NO4
c5dc_b,glutaryl carnitine,C12H21NO6
c6crn_b,O-hexanoylcarnitine,C13H25NO4
c81coa_b,trans-oct-2-enoyl-CoA,C29H48N7O17P3S
c81crn_b,octenoyl carnitine,C15H27NO4
c8crn_b,O-octanoyl-L-carnitine,C15H29NO4
ca2_b,calcium(2+),Ca
camp_b,"3',5'-cyclic AMP(1-)",C10H11N5O6P
carn_b,carnosine,C9H14N4O3
caro_b,beta-carotene,C40H56
carveol_b,(-)-trans-carveol,C10H16O
cbasp_b,N-carbamoyl-L-aspartate(2-),C5H6N2O5
cdp_b,CDP(3-),C9H12N3O11P2
cdpea_b,CDP-ethanolamine(1-),C11H19N4O11P2
cgly_b,L-cysteinylglycine,C5H10N2O3S
chol_b,choline,C5H14NO
cholate_b,cholate,C24H39O5
chsterol_b,cholesterol,C27H46O
chtn_b,chitin,H41O16C24N3
cit_b,citrate(3-),C6H5O7
citr_L_b,L-citrulline,C6H13N3O3
cl_b,chloride,Cl
clpnd_b,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoic acid",C22H33O2
cmp_b,CMP(2-),C9H12N3O8P
co2_b,carbon dioxide,CO2
co_b,carbon monoxide,CO
coa_b,coenzyme A(4-),C21H32N7O16P3S
core5_b,Core 5,C63H103N11O40
core7_b,Core 7,C63H103N11O40
core8_b,Core 8,C61H100N10O40
coumarin_b,coumarin,C9H6O2
creat_b,creatine,C4H9N3O2
crm_hs_b,N-acylsphingosine,C19H36NO3R
crmp_hs_b,N-acylsphingosine 1-phosphate(2-),C34H66NO6P
crn_b,(R)-carnitine,C7H15NO3
crtsl_b,cortisol,C21H30O5
crtstrn_b,corticosterone,C21H30O4
crvnc_b,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate",C22H31O2
csn_b,cytosine,C4H5N3O
ctp_b,CTP(4-),C9H12N3O14P3
cyan_b,hydrogen cyanide,CHN
cynt_b,cyanate,CNO
cys_L_b,L-cysteine,C3H7NO2S
cysam_b,cysteaminium,C2H8NS
cytd_b,cytidine,C9H13N3O5
dad_2_b,2'-deoxyadenosine,C10H13N5O3
dag_hs_b,diglyceride,C35H68O5
datp_b,dATP(4-),C10H12N5O12P3
dca_b,decanoate,C10H19O2
dchac_b,deoxycholate,C24H39O4
dcmp_b,dCMP(2-),C9H12N3O7P
dcsptn1_b,"(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoic acid",C22H33O2
dctp_b,dCTP,C9H12N3O13P3
dcyt_b,2'-deoxycytidine,C9H13N3O4
dd2coa_b,trans-dodec-2-enoyl-CoA(4-),C33H52N7O17P3S
ddeccrn_b,O-lauroyl-L-carnitine,C19H37NO4
ddece1crn_b,dodecenoyl carnitine,C19H35NO4
debrisoquine_b,debrisoquin,C10H14N3
decdicoa_b,"(2-trans,4-cis)-deca-2,4-dienoyl-CoA",C31H50N7O17P3S
decdicrn_b,decadienoyl carnitine,C17H29NO4
dem2emgacpail_prot_hs_b,"deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol",C69H132N3O38P3
dgchol_b,glycochenodeoxycholate,C26H43NO5
dgmp_b,dGMP(2-),C10H12N5O7P
dgpi_prot_hs_b,deacylated-glycophosphatidylinositol (GPI)-anchored protein,C71H138N4O41P4
dgsn_b,2'-deoxyguanosine,C10H13N5O4
dgtp_b,dGTP,C10H12N5O13P3
dha_b,glycerone,C3H6O3
dhap_b,glycerone phosphate(2-),C3H5O6P
dhdascb_b,dehydroascorbide(1-),C6H5O6
dheas_b,dehydroepiandrosterone sulfate(1-),C19H27O5S
dhf_b,dihydrofolate(2-),C19H19N7O6
digalsgalside_hs_b,Digalactosylceramidesulfate,C46H87NO16S
din_b,2'-deoxyinosine,C10H12N4O4
dlnlcg_b,"all-cis-icosa-8,11,14-trienoate",C20H33O2
dmantipyrine_b,edaravone,C10H10N2O
dmhptcrn_b,"2,6 dimethylheptanoyl carnitine",C16H31NO4
doco13ac_b,erucic acid,C22H42O2
docosac_b,behenate,C22H43O2
dopa_b,dopaminium(1+),C8H12NO2
dopasf_b,dopamine 3-O-sulfate,C8H11NO5S
dpcoa_b,3'-dephospho-CoA(2-),C21H33N7O13P2S
drib_b,2-deoxy-D-ribose,C5H10O4
dtdp_b,dTDP(3-),C10H13N2O11P2
dtmp_b,dTMP(2-),C10H13N2O8P
dttp_b,dTTP(4-),C10H13N2O14P3
duri_b,2'-deoxyuridine,C9H12N2O5
eaflatoxin_b,"aflatoxin B1 exo-8,9-epoxide",C17H12O7
ebastine_b,Ebastine,C32H39NO2
ebastineoh_b,hydroxylated ebastine,C32H39NO3
eicostet_b,icosatetraenoic acid,C20H31O2
elaid_b,elaidate,C18H33O2
estradiol_b,17beta-estradiol,C18H24O2
estradiolglc_b,17beta-estradiol 3-glucosiduronic acid,C24H32O8
estriolglc_b,16-Glucuronide-estriol,C24H32O9
estroneglc_b,Estrone glucuronide,C24H30O8
estrones_b,estrone 3-sulfate(1-),C18H21O5S
ethamp_b,O-phosphonatoethanaminium(1-),C2H7NO4P
etoh_b,ethanol,C2H6O
fad_b,FAD,C27H31N9O15P2
fald_b,formaldehyde,CH2O
fe2_b,iron(2+),Fe
fe3_b,iron(3+),Fe
fmn_b,FMN(3-),C17H19N4O9P
fol_b,folic acid,C19H18N7O6
for_b,formate,CHO2
fru_b,D-fructose,C6H12O6
fuc13galacglcgal14acglcgalgluside_hs_b,III3Fuc-nLc6Cer,C80H143N3O37
fuc14galacglcgalgluside_hs_b,Lea glycolipid,C66H120N2O27
fuc_L_b,L-fucose,C6H12O5
fucacgalfucgalacglcgalgluside_hs_b,alpha-D-GalNAc-(1->3)-[alpha-L-Fuc-(1->2)]-beta-D-Gal-(1->3)-[alpha-L-Fuc-(1->4)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->1')-Cer,C80H143N3O36
fucacngal14acglcgalgluside_hs_b,alpha-Neu5Ac-(2->3)-beta-D-Gal (1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C77H137N3O35
fucfuc12gal14acglcgalgluside_hs_b,alpha-L-Fuc-(1->2)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1->1')-Cer,C72H130N2O31
fucfuc132galacglcgal14acglcgalgluside_hs_b,"V3Fuc,III3Fuc-nLc6Cer",C86H153N3O41
fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs_b,(Gal)4 (Glc)1 (GlcNAc)3 (LFuc)3 (Cer)1,C106H186N4O55
fucfucfucgalacglcgal14acglcgalgluside_hs_b,(Gal)3 (Glc)1 (GlcNAc)2 (LFuc)3 (Cer)1,C92H163N3O45
fucfucgalacglcgalgluside_hs_b,Leb glycolipid,C72H130N2O31
fucgal14acglcgalgluside_hs_b,Lacto-N-fucopentaosyl III ceramide,C66H120N2O27
fucgalfucgalacglcgalgluside_hs_b,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1,C78H140N2O36
fucgalgbside_hs_b,fucosyl galactosylgloboside,C72H130N2O32
fum_b,fumarate(2-),C4H2O4
g1p_b,alpha-D-glucose 1-phosphate(2-),C6H11O9P
gal_b,D-galactose,C6H12O6
galacglcgalgbside_hs_b,Gal-GlcNAc-Gal globoside,C80H143N3O38
galfuc12gal14acglcgalgluside_hs_b,(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1,C72H130N2O32
galfucgalacglcgal14acglcgalgluside_hs_b,(Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1,C86H153N3O42
galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs_b,alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->3)-[alpha-D-Gal-(1->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc-(1->6)]-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-beta-D-Glc-(1<->1')-Cer,C112H196N4O61
galgalgalthcrm_hs_b,Gal-Gal-Gal-Gal-Gal-Glc-Cer,C70H127NO33
galside_hs_b,N-acyl-beta-D-galactosylsphingosine,C25H46NO8R
gam_b,D-glucosamine,C6H14NO5
gbside_hs_b,N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide,C60H110N2O23
gchola_b,glycocholate,C26H43NO6
gdp_b,GDP(3-),C10H12N5O11P2
glc_D_b,D-glucopyranose,C6H12O6
glcur_b,D-glucuronate,C6H9O7
glgchlo_b,beta glucan-glycocholate complex,C1200026H2200043NO1100006
gln_L_b,L-glutamine,C5H10N2O3
gltcho_b,beta glucan-taurocholic acid complex,C1200026H2200045NO1100007S
glu_L_b,L-glutamate(1-),C5H8NO4
gluala_b,L-gamma-glutamyl-L-alanine,C8H13N2O5
gly_b,glycine,C2H5NO2
glyb_b,glycine betaine,C5H11NO2
glyc3p_b,sn-glycerol 3-phosphate(2-),C3H7O6P
glyc_S_b,glycerate,C3H5O4
glyc_b,glycerol,C3H8O3
glygly_b,glycylglycine,C4H8N2O3
glygn2_b,"glycogen, structure 2 (glycogenin-1,6-{7[1,4-Glc], 4[1,4-Glc]})",C1797H3267N455O892S14
glygn4_b,"glycogen, structure 4 (glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})",C1749H3187N455O852S14
glygn5_b,"glycogen, structure 5 (glycogenin-2[1,4-Glc])",C1743H3177N455O847S14
glyleu_b,Glycylleucine,C8H16N2O3
glyphe_b,Glycylphenylalanine,C11H14N2O3
glypro_b,Gly-Pro,C7H12N2O3
glysar_b,Glycylsarcosine,C5H10N2O3
gmp_b,GMP(2-),C10H12N5O8P
gncore2_b,"GlcNAc-alpha-1,4-Core 2",C77H126N12O50
gpi_sig_b,glycophosphatidylinositol (GPI) signal sequence (C-terminal peptide),X
gsn_b,guanosine,C10H13N5O5
gt1a_hs_b,alpha-Neu5Ac-(2->8)-alpha-Neu5Ac-(2->3)-beta-Gal-(1->3)-beta-GalNAc-(1->4)-[alpha-Neu5Ac-(2->3)]-beta-Gal-(1->4)-beta-Glc-(1<->1')-Cer,C93H161N5O47
gthox_b,glutathione disulfide(2-),C20H30N6O12S2
gthrd_b,glutathionate(1-),C10H16N3O6S
gtp_b,GTP(4-),C10H12N5O14P3
gua_b,guanine,C5H5N5O
gum_b,gums,C2760000H5060000O2530000
gumgchol_b,guar gum-glycocholate complex,C2760026H5060043NO2530006
gumtchol_b,guar gum-taurocholic acid complex,C2760026H5060045NO2530007S
h2o2_b,hydrogen peroxide,H2O2
h2o_b,water,H2O
h_b,proton,H
ha_b,hyaluronic acid,C28H42N2O22
ha_pre1_b,3-(4-deoxy-beta-D-gluc-4-enosyluronic acid)-N-acetyl-D-glucosamine,C14H20NO11
hco3_b,hydrogencarbonate,CHO3
hcoumarin_b,umbelliferone,C9H6O3
hdcea_b,palmitoleate,C16H29O2
hestratriol_b,M_hestratriol_b,C18H24O3
hexc_b,cerotate,C26H51O2
his_L_b,L-histidine,C6H9N3O2
hista_b,histaminium,C5H10N3
hom_L_b,L-homoserine,C4H9NO3
hpdca_b,margarate,C17H33O2
hretn_b,all-trans-4-hydroxyretinoic acid,C20H27O3
htaxol_b,6-hydroxypaclitaxel,C47H51NO15
hxan_b,hypoxanthine,C5H4N4O
hyptaur_b,hypotaurine,C2H7NO2S
i_b,iodide,I
idour_b,aldehydo-L-iduronate,C6H9O7
idp_b,IDP(3-),C10H11N4O11P2
ile_L_b,L-isoleucine,C6H13NO2
imp_b,IMP(2-),C10H11N4O8P
inost_b,myo-inositol,C6H12O6
ins_b,inosine,C10H12N4O5
itp_b,ITP(3-),C10H11N4O14P3
ivcrn_b,isovaleryl carnitine,C12H23NO4
k_b,potassium(1+),K
lac_D_b,(R)-lactate,C3H5O3
lac_L_b,(S)-lactate,C3H5O3
lcts_b,lactose,C12H22O11
leu_L_b,L-leucine,C6H13NO2
leugly_b,Leucylglycine,C8H16N2O3
leuktrA4_b,leukotriene A4(1-),C20H29O3
leuktrB4_b,leukotriene B4(1-),C20H31O4
leuktrC4_b,leukotriene C4(2-),C30H45N3O9S
leuktrD4_b,leukotriene D4,C25H39N2O6S
leuktrE4_b,leukotriene E4(1-),C23H36NO5S
leuktrF4_b,leukotriene F4,C28H42N2O8S
leuleu_b,Leucylleucine,C12H24N2O3
lgnc_b,lignocerate,C24H47O2
limnen_b,limonene,C10H16
lipoate_b,lipoate,C8H13O2S2
lnlc_b,linoleate,C18H31O2
lnlnca_b,alpha-linolenate,C18H29O2
lnlncg_b,gamma-linolenate,C18H29O2
lpchol_hs_b,1-lysophosphatidylcholine,C24H50NO7P
lys_L_b,L-lysinium(1+),C6H15N2O2
mag_hs_b,monoglyceride,C19H38O4
mal_L_b,(S)-malate(2-),C4H4O5
malcoa_b,malonyl-CoA(5-),C24H33N7O19P3S
malt_b,maltose,C12H22O11
malthp_b,maltoheptaose,C42H72O36
malthx_b,alpha-maltohexaose,C36H62O31
maltpt_b,alpha-maltopentaose,C30H52O26
malttr_b,alpha-maltotriose,C18H32O16
maltttr_b,maltotetraose,C24H42O21
man_b,D-mannose,C6H12O6
mem2emgacpail_prot_hs_b,"({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)",C91H172N3O44P3
